Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
5599767,MALDEN,9/29/25,Unknown,Open,2:39 PM,2025,Not reported,1,Local police,,,,,,02:00PM to 02:59PM,,,Collision with parked motor vehicle,Yes,Daylight,Rear-end,4,,,, PW20254647180,Unknown,Driveway,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked,"V1:(Light truck(van, mini-van, pickup, sport utility))",V1:(No),V1:(No),V1: S,Unknown/Unknown,MIDDLESEX,25000714,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Unknown),None,"No, school bus not involved",25,Not reported,,No,,,,,,,,236230.0343,908333.862,42.42468261,-71.05975379,51, WARREN AV Rte S,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,8,8,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,WARREN AVENUE,UPHAM STREET,EASTERN AVENUE,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5599768,MALDEN,9/29/25,Property damage only (none injured),Open,2:11 PM,2025,No Apparent Injury (O),2,Local police,,25-34,35-44,,,02:00PM to 02:59PM,D1: (No improper driving)  / D2: (Inattention) ,D1: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,Rear-end,4,,,, PW20254647181,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Slowing or stopped in traffic / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: W,Clear/Clear,MIDDLESEX,25000715,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,Off Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235293.455,907597.4866,42.41809632,-71.07117934,, MEDFORD STREET, GREEN STREET,150 feet W  of,,,,,,,,,6501,2020,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,MEDFORD STREET,MEDFORD CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Minor Arterial
5599769,MALDEN,9/30/25,Property damage only (none injured),Open,1:13 PM,2025,No Apparent Injury (O),2,Local police,,25-34,25-34,,,01:00PM to 01:59PM,D1: (Unknown) ,,Collision with parked motor vehicle,Yes,Daylight,Rear-end,4,,,, PW20254647182,Dry,Not at junction,MAPC,0,0,Traffic control signal,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Parked,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: Not Reported,Clear,MIDDLESEX,25000721,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,No hit and run,,V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with parked motor vehicle) V2:(Collision with parked motor vehicle),No,,,,,,,,234518.4383,908202.6085,42.42357865,-71.0805596,313, HIGHLAND AVE Rte N,,,,,,,,,,,14259,2020,0.632,812,0.109,115,Both sides,City or Town accepted road,,9,9,0,No Shoulder,36,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,25,HIGHLAND AVENUE,MEDFORD CITY LINE,MEDFORD CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,25,0,0,,,Minor Arterial
5599770,MALDEN,9/30/25,Property damage only (none injured),Open,6:36 AM,2025,No Apparent Injury (O),4,Local police,,55-64,55-64,,,06:00AM to 06:59AM,D1: (Unknown) ,,Collision with parked motor vehicle,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254647183,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Unknown / V2: Parked / V3: Parked / V4: Parked,V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car) / V4:(Passenger car),V1:(No) / V2:(No) / V3:(No) / V4:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No) / V3:(Yes, vehicle or trailer disabled) / V4:(No)",V1: W  / V2: W  / V3: W  / V4: W,Clear,MIDDLESEX,25000717,"V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable) / V4:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,No hit and run,,V1:(Collision with parked motor vehicle) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic) / V4:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning"," V1:(Collision with parked motor vehicle),(Collision with tree) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic) V4:(Collision with motor vehicle in traffic)",No,,,,,,,,235881.2999,907704.3907,42.4190319,-71.06403042,32, CROSS ST Rte W,,,,,,,,,,,2818,2020,0.21,137,0,17,Both sides,City or Town accepted road,,9,9,0,No Shoulder,42,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,CROSS STREET,MAIN STREET,BRYANT STREET,MALDEN,Good,Rolling Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5599771,MALDEN,9/22/25,Non-fatal injury,Open,5:54 AM,2025,Suspected Minor Injury (B),3,Local police,,25-34,65-74,,,05:00AM to 05:59AM,"D1: (Followed too closely),(Inattention)  / D2: (No improper driving),(No improper driving)  / D3: (No improper driving),(No improper driving) ",D2: Not Distracted / D3: Not Distracted,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Rear-end,4,,,, PW20254647185,Dry,Four-way intersection,MAPC,0,2,Traffic control signal,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic / V3: Slowing or stopped in traffic,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car) / V3:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No) / V3:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No) / V3:(No)",V1: W  / V2: W  / V3: W,Clear/Clear,MIDDLESEX,25000695,"V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),No,,,,,,,,235216.2657,907592.375,42.41805379,-71.0721175,, CANAL ST Rte N  / MEDFORD ST Rte W,,,,,,,,,,,2767,2020,0.21,134,0,17,Both sides,City or Town accepted road,,5,5,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,CANAL STREET,MEDFORD STREET,CENTRE STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5599772,MALDEN,9/25/25,Property damage only (none injured),Open,9:47 AM,2025,No Apparent Injury (O),2,Local police,,45-54,45-54,,,09:00AM to 09:59AM,D1: (No improper driving)  / D2: (Failed to yield right of way) ,D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254647186,Wet,T-intersection,MAPC,0,0,Traffic control signal,"Two-way, not divided",V1: Travelling straight ahead / V2: Entering traffic lane,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled)",V1: N  / V2: E,Rain,MIDDLESEX,25000706,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235569.8908,909548.2498,42.43564555,-71.06770054,, FOREST ST Rte    / MAIN ST Rte,,,,,,,,,,,7290,2020,0.21,358,0,43,Both sides,City or Town accepted road,,7,7,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,FOREST STREET,MELROSE CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5599773,MALDEN,9/24/25,Unknown,Open,1:37 AM,2025,Not reported,1,Local police,,,,,,01:00AM to 01:59AM,,,Collision with parked motor vehicle,Yes,Dark - lighted roadway,Unknown,4,,,, PW20254647184,Dry,Four-way intersection,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked,V1:(Passenger car),V1:(No),"V1:(Yes, vehicle or trailer disabled)",V1: W,Cloudy,MIDDLESEX,25000705,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic),No,,,,,,,,236453.2352,907915.7727,42.42090835,-71.05706801,, FERRY ST Rte N  / HARVARD ST Rte W,,,,,,,,,,,7281,2020,0.477,356,0.068,44,Both sides,City or Town accepted road,,10,10,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,FERRY STREET,EVERETT CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5599774,MALDEN,9/26/25,Unknown,Open,8:15 PM,2025,Unknown,2,Local police,,25-34,55-64,,,08:00PM to 08:59PM,D1: (Unknown)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Angle,4,,,, PW20254647188,Dry,Four-way intersection,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",V1: E  / V2: N,Clear,MIDDLESEX,25000710,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Unknown,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",25,"No, device not functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235912.3753,907716.1249,42.41913611,-71.06365213,, CROSS ST Rte E  / HANCOCK ST Rte N,,,,,,,,,,,2818,2020,0.21,137,0,17,Both sides,City or Town accepted road,,9,9,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,CROSS STREET,MAIN STREET,BRYANT STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5599966,MALDEN,9/3/25,Non-fatal injury,Open,2:09 AM,2025,Possible Injury (C),2,Local police,,45-54,45-54,,,02:00AM to 02:59AM,D1: (Unknown) ,,Collision with parked motor vehicle,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254647136,Dry,Four-way intersection,MAPC,0,1,Traffic control signal,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: W,Clear/Clear,MIDDLESEX,25000659,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,No hit and run,,"V1:(Collision with other fixed object (wall, building, tunnel, etc.)) / V2:(Collision with motor vehicle in traffic)",Unknown,"No, school bus not involved",25,"Yes, device functioning"," V1:(Collision with curb),(Collision with parked motor vehicle),(Collision with light  pole or other post/support),(Collision with other fixed object(wall, building, tunnel, etc.)) V2:(Collision with motor vehicle in traffic)",No,,,,,,,,235420.3589,907607.7287,42.41818277,-71.06963684,93, MEDFORD ST Rte,,,,,,,,,,,18609,2020,0.477,912,0.068,111,Both sides,City or Town accepted road,,9,9,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,MEDFORD STREET,MEDFORD CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Minor Arterial
5599968,MALDEN,9/30/25,Property damage only (none injured),Open,8:34 AM,2025,No Apparent Injury (O),2,Local police,,35-44,45-54,,,08:00AM to 08:59AM,D1: (No improper driving)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254647187,Dry,T-intersection,MAPC,0,0,Stop signs,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,"V1:(Passenger car) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: N,Clear,MIDDLESEX,25000719,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,238787.4063,909079.1251,42.43126882,-71.02862866,, EASTERN AV Rte E  / CLEVELAND ST Rte N,,,,,,,,,,,17073,2020,0.558,785,0.155,188,Both sides,City or Town accepted road,,6,6,0,No Shoulder,28,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,35,0,0,,,Principal Arterial - Other
5601517,MALDEN,11/28/25,Non-fatal injury,Open,7:25 PM,2025,Suspected Minor Injury (B),2,MBTA police,,25-34,35-44,,,07:00PM to 07:59PM,D1: (No improper driving)  / D2: (Followed too closely) ,D1: Not Distracted,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Rear-end,4,,,, PW20254649049,Dry,Not at junction,MAPC,0,1,No controls,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,"V1:(Bus (seats for 16 or more, including driver)) / V2:(Passenger car)",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: E,Clear,MIDDLESEX, 2025-0005076(A),"V1:(Yes, federally reportable) / V2:(No, not federally reportable)","Yes, federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,234621.2696,908558.1762,42.4267751,-71.07928879,401, PLEASANT STREET Rte E,,,,,,,,,,,13935,2020,0.558,642,0.155,153,Both sides,City or Town accepted road,,6,8,0,No Shoulder,24,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,20,CENTRE STREET,PLEASANT STREET,EASTERN AVENUE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,20,0,0,,,Principal Arterial - Other
5601665,MALDEN,11/29/25,Non-fatal injury,Open,12:56 PM,2025,Suspected Minor Injury (B),2,MBTA police,,21-24,25-34,,,12:00PM to 12:59PM,D1: (No improper driving)  / D2: (Failed to yield right of way) ,D1: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254649238,Dry,Not at junction,MAPC,0,1,Traffic control signal,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Entering traffic lane,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Bus (seats for 16 or more, including driver))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: W,Clear,MIDDLESEX, 2025-0005078(A),"V1:(No, not federally reportable) / V2:(Yes, federally reportable)","Yes, federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,237379.6926,909335.4813,42.43364543,-71.04571925,696, SALEM ST Rte W,,,,,,,,,,,12773,2020,0.477,624,0.068,76,Both sides,City or Town accepted road,,9,9,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,SALEM STREET,MAIN STREET ,,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5604009,MALDEN,11/27/25,Property damage only (none injured),Open,9:42 AM,2025,No Apparent Injury (O),1,State police,A,21-24,21-24,,,09:00AM to 09:59AM,D1: (Failure to keep in proper lane or running off road) ,,Collision with guardrail,Yes,Daylight,Single vehicle crash,4,,,, PW20254651710,Dry,Off-ramp,MAPC,0,0,No controls,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,V1:(Passenger car),V1:(No),"V1:(Yes, vehicle or trailer disabled)",V1: S,Clear,SUFFOLK, 2025-ATrp-11398,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,Operator Designated,No hit and run,,V1:(Collision with guardrail),None,"No, school bus not involved",50,Not reported, V1:(Collision with guardrail),No,,,,,,,,239299.7462,909693.7631,42.43677643,-71.02236065,, RAMP-SALEM ST TO RT 1 SB, SALEM STREET,100 feet N  of,,,,,,,,,7498,2020,0.632,426,0.109,60,,City or Town accepted road,,0,5,0,No Shoulder,20,Bituminous concrete road,0,No Shoulder,1,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Simple Ramp/ Channelized Turning Lane,One-way traffic,No Access Control,,99,RAMP-SALEM ST TO RT 1 SB,SALEM STREET,BENNETT HIGHWAY ,MALDEN,Good,Rolling Terrain,,Grown,,99,0,0,,,Major Collector
5606351,MALDEN,11/1/25,Property damage only (none injured),Open,1:05 AM,2025,No Apparent Injury (O),3,Local police,,25-34,55-64,,,01:00AM to 01:59AM,D1: (No improper driving)  / D2: (Unknown)  / D3: (No improper driving) ,D1: Not Distracted / D3: Not Distracted,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Rear-end,4,,,, PW20254654210,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Slowing or stopped in traffic / V2: Travelling straight ahead / V3: Slowing or stopped in traffic,V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car),V1:(No) / V2:(No) / V3:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled) / V3:(No)",V1: N  / V2: N  / V3: N,Clear,MIDDLESEX,25000799,"V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",35,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),No,,,,,,,,238677.0537,910406.1952,42.44322123,-71.02988083,665, BROADWAY Rte N,,,,,,,,,,,10575,2020,,,,,Both sides,Massachusetts Department of Transportation,,5,,0,No Shoulder,26,Bituminous concrete road,8,Hardened bituminous mix or penetration,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,35,Surfaced shoulder exists – Portland Cement Concrete surface (PCC,8,,,Principal Arterial - Other
5606352,MALDEN,11/2/25,Property damage only (none injured),Open,1:59 PM,2025,No Apparent Injury (O),2,Local police,,25-34,45-54,,,01:00PM to 01:59PM,D1: (No improper driving)  / D2: (Other improper action) ,D1: Not Distracted,Collision with parked motor vehicle,Yes,Daylight,Rear-end,4,,,, PW20254654211,Dry,Not at junction,MAPC,0,0,No controls,Unknown,V1: Parked / V2: Other,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: U  / V2: U,Clear,MIDDLESEX,25000802,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Outside roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",5,"No, device not functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),No,,,,,,,,238580.3991,910233.9308,42.44167521,-71.03106715,619, BROADWAY Rte S,,,,,,,,,,,24544,2020,0.33,957,0.105,271,Both sides,City or Town accepted road,,10,10,0,No Shoulder,26,Bituminous concrete road,8,Hardened bituminous mix or penetration,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,35,Surfaced shoulder exists – Portland Cement Concrete surface (PCC,8,,,Principal Arterial - Other
5606353,MALDEN,11/3/25,Non-fatal injury,Open,6:30 PM,2025,Suspected Minor Injury (B),2,Local police,,21-24,21-24,,,06:00PM to 06:59PM,D1: (Unknown)  / D2: (Unknown) ,,Collison with moped,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254654214,Dry,Four-way intersection,MAPC,0,1,Traffic control signal,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Motorcycle),V1:(No) / V2:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled)",V1: N  / V2: N,Clear/Clear,MIDDLESEX,25000804,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with moped) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with moped) V2:(Collision with motor vehicle in traffic),Yes,,,,,,,,235580.0468,909011.125,42.43080962,-71.0676102,, MAIN ST Rte    / MOUNTAIN AV Rte,,,,,,,,,,,10345,2020,0.164,213,0.01,28,Both sides,City or Town accepted road,,10,10,0,No Shoulder,26,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,MAIN STREET,MELROSE CITY LINE,EVERETT CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,30,0,0,,,Principal Arterial - Other
